YEAR	INST	CODE	NAME
2012	6	JS6456	Bachelor of Medicine and Bachelor of Surgery
2012	6	JS6468	Bachelor of Nursing
2012	6	JS6482	Bachelor of Chinese Medicine
2012	6	JS6494	Bachelor of Pharmacy
2012	6	JS6717	Bachelor of Social Sciences
2012	6	JS6729	Bachelor of Science in Actuarial Science
2012	6	JS6731	Bachelor of Social Work
2012	6	JS6767	Bachelor of Economics \\/ Bachelor of Economics and Finance
2012	6	JS6781	Bachelor of Business Administration \\/ Bachelor of Business Administration in Accounting and Finance
2012	6	JS6793	Bachelor of Business Administration (Information Systems)
2012	6	JS6808	Bachelor of Business Administration (Law)
2012	6	JS6810	Bachelor of Social Sciences (Government and Laws)
2012	6	JS6822	Bachelor of Journalism
2012	6	JS6884	Bachelor of Science (Quantitative Finance)
2012	6	JS6896	Bachelor of Business Administration (International Business and Global Management)
2012	6	JS6901	Bachelor of Science
2012	6	JS6949	Bachelor of Biomedical Sciences
2012	6	JS6951	Bachelor of Engineering in Engineering Science
2012	6	JS6963	Bachelor of Engineering'
2012	7	JS7100	Bachelor of Arts (Honours)
2012	7	JS7200	Bachelor of Business Administration (Honours)
2012	7	JS7300	Bachelor of Social Sciences (Honours)'
2012	8	JS8105	Bachelor of Education (Honours) (Chinese Language)
2012	8	JS8117	Bachelor of Education (Honours) (English Language) - Secondary
2012	8	JS8222	Bachelor of Education (Honours) (English Language) - Primary
2012	8	JS8234	Bachelor of Education (Honours) (Primary) - General Studies Major
2012	8	JS8246	Bachelor of Education (Honours) (Primary) - Mathematics Major
2012	8	JS8325	Bachelor of Education (Honours) (Physical Education)
2012	8	JS8337	Bachelor of Education (Honours) (Music)
2012	8	JS8349	Bachelor of Education (Honours) (Visual Arts)
2012	8	JS8351	Bachelor of Education (Honours) (Liberal Studies)
2012	8	JS8361	Bachelor of Education (Honours) (Secondary) - Information and Communication Technology Major
2012	8	JS8404	Bachelor of Education (Honours) (Early Childhood Education)
2012	8	JS8507	Higher Diploma in Early Childhood Education
2012	8	JS8600	Bachelor of Arts (Honours) in Language Studies - Chinese Major
2012	8	JS8612	Bachelor of Arts (Honours) in Language Studies - English Major
2012	8	JS8624	Bachelor of Social Sciences (Honours) in Global and Environmental Studies
2012	8	JS8636	Bachelor of Arts (Honours) in Creative Arts and Culture - Music
2012	8	JS8648	Bachelor of Arts (Honours) in Creative Arts and Culture - Visual Arts
2012	8	JS8651	Bachelor of Social Sciences (Honours) in Psychology'
2012	9	JS9001	Bachelor of Social Sciences with Honours in Psychology
2012	9	JS9002	Bachelor of Social Sciences with Honours in Applied Economics
2012	9	JS9003	Bachelor of Social Sciences with Honours in Politics and Public Administration
2012	9	JS9004	Bachelor of Social Sciences with Honours in Applied Social Studies
2012	9	JS9011	Bachelor of Arts with Honours in Chinese
2012	9	JS9012	Bachelor of Arts with Honours in Creative Writing and Film Arts
2012	9	JS9013	Bachelor of Arts with Honours in Language Studies and Translation
2012	9	JS9220	Bachelor of Business Administration with Honours in Professional Accounting
2012	9	JS9230	Bachelor of Business Administration with Honours in Business Management
2012	9	JS9530	Bachelor of Education(Hons)in English Language Teaching & Bachelor of English Language Studies(Hons)
2012	9	JS9540	Bachelor of English Language Studies with Honours
2012	9	JS9717	Bachelor of Computing with Honours in Internet Technology
2012	9	JS9720	Bachelor of Engineering with Honours in Electronic and Computer Engineering
2012	9	JS9740	Bachelor of Nursing with Honours in General Health Care
2012	9	JS9750	Bachelor of Nursing with Honours in Mental Health Care'
2013	1	JS1001	College of Business (Bachelor of Business Administration)
2013	1	JS1011	College of Liberal Arts and Social Sciences (Bachelor of Arts \\/ Bachelor of Social Sciences)
2013	1	JS1021	College of Science and Engineering (Engineering)
2013	1	JS1031	College of Science and Engineering (Science)
2013	1	JS1041	School of Creative Media (Bachelor of Arts \\/ Bachelor of Science \\/ Bachelor of Arts and Science)
2013	1	JS1051	School of Energy and Environment (Bachelor of Engineering in Energy Science and Engineering)
2013	1	JS1061	School of Law (Bachelor of Laws)
2013	1	JS1091	Associate of Science (Architectural Studies\\/Bldg Services Engg\\/Construction Engg & Mgt\\/Surveying)'
2013	2	JS2020	Bachelor of Arts
2013	2	JS2030	Bachelor of Arts in Music
2013	2	JS2040	English Language & Literature and English Language Teaching (Double Degree)
2013	2	JS2110	Bachelor of Business Administration - Accounting
2013	2	JS2120	Bachelor of Business Administration
2013	2	JS2310	Bachelor of Social Sciences in Communication
2013	2	JS2410	Bachelor of Chinese Medicine and Bachelor of Science in Biomedical Science
2013	2	JS2420	Bachelor of Pharmacy in Chinese Medicine
2013	2	JS2510	Bachelor of Science
2013	2	JS2610	Bachelor of Arts\\/Bachelor of Social Sciences
2013	2	JS2620	Bachelor of Arts in Physical Education and Recreation Management
2013	2	JS2630	Bachelor of Social Sciences in European Studies - French Stream
2013	2	JS2640	Bachelor of Social Sciences in European Studies - German Stream
2013	2	JS2650	Bachelor of Social Sciences in China Studies (Economics \\/ Geography \\/ History \\/ Sociology)
2013	2	JS2660	Bachelor of Social Work
2013	2	JS2680	Geography \\/ History \\/ Sociology and Liberal Studies Teaching (Double Degree)
2013	2	JS2810	Bachelor of Arts in Visual Arts'
2013	3	JS3002	Broad Discipline of Applied Sciences
2013	3	JS3014	HD in Applied Physics
2013	3	JS3026	HD in Building Services Engineering
2013	3	JS3038	HD in Building Technology & Management (Engineering)
2013	3	JS3040	HD in Chemical Technology
2013	3	JS3052	HD in Civil Engineering
2013	3	JS3064	HD in Electrical Engineering
2013	3	JS3076	HD in Electronic & Information Engineering
2013	3	JS3088	HD in Geomatics
2013	3	JS3090	HD in Hotel Management
2013	3	JS3117	HD in Industrial & Systems Engineering
2013	3	JS3131	Broad Discipline of Business
2013	3	JS3143	HD in International Transport Logistics
2013	3	JS3155	HD Scheme in Fashion & Textile Studies
2013	3	JS3167	HD in Social Work
2013	3	JS3193	HD in Multimedia Design & Technology
2013	3	JS3208	Broad Discipline of Construction & Environment
2013	3	JS3246	HD in Product Innovation Technologies
2013	3	JS3284	HD in Building Technology & Management (Surveying)
2013	3	JS3296	Broad Discipline of Hotel and Tourism Management
2013	3	JS3301	Broad Discipline of Social Sciences
2013	3	JS3313	Broad Discipline of Engineering
2013	3	JS3337	BSc (Hons) in Mental Health Nursing
2013	3	JS3349	BSc (Hons) in Food Safety & Technology
2013	3	JS3351	BEng (Hons) in Transportation Systems Engineering
2013	3	JS3363	BSc (Hons) in Investment Science
2013	3	JS3375	BSc (Hons) in Environment & Sustainable Development
2013	3	JS3404	BEng (Hons) in Product Engineering with Marketing
2013	3	JS3428	BEng (Hons) in Product Analysis & Engineering Design
2013	3	JS3442	BSc (Hons) in Property Management
2013	3	JS3454	BSc (Hons) in Logistics Engineering with Management
2013	3	JS3466	BBA (Hons) in Accounting & Finance
2013	3	JS3478	BSc (Hons) in Medical Laboratory Science
2013	3	JS3480	Broad Discipline of Language, Culture & Communication
2013	3	JS3492	BA (Hons) Scheme in Fashion & Textiles
2013	3	JS3519	BSc (Hons) in Internet & Multimedia Technologies
2013	3	JS3521	BSc (Hons) in Enterprise Engineering with Management
2013	3	JS3533	BBA (Hons) in Global Supply Chain Management
2013	3	JS3545	BA (Hons) in Social Policy & Administration
2013	3	JS3569	BA (Hons) Scheme in Design
2013	3	JS3583	BBA (Hons) in Management
2013	3	JS3595	BBA (Hons) in Financial Services
2013	3	JS3600	BSc (Hons) in Biomedical Engineering
2013	3	JS3612	BSc (Hons) in Radiography
2013	3	JS3624	BSc (Hons) in Occupational Therapy
2013	3	JS3636	BSc (Hons) in Physiotherapy
2013	3	JS3648	BSc (Hons) in Nursing
2013	3	JS3650	BSc (Hons) in Optometry
2013	3	JS3662	BA (Hons) in Social Work
2013	3	JS3674	BBA (Hons) in International Shipping & Transport Logistics
2013	3	JS3686	BEng (Hons) in Mechanical Engineering
2013	3	JS3698	BEng (Hons) in Industrial & Systems Engineering
2013	3	JS3703	BEng (Hons) in Electronic & Information Engineering
2013	3	JS3715	BEng (Hons) in Electrical Engineering
2013	3	JS3727	BSc (Hons) in Geomatics
2013	3	JS3739	BEng (Hons) in Civil Engineering
2013	3	JS3753	BEng (Hons) in Building Services Engineering
2013	3	JS3789	BSc (Hons) in Surveying
2013	3	JS3791	BSc (Hons) in Building Engineering & Management
2013	3	JS3868	Broad Discipline of Computing
2013	3	JS3870	BSc (Hons) in Tourism Management
2013	3	JS3882	BSc (Hons) in Hotel Management
2013	3	JS3894	BBA (Hons) in Marketing
2013	3	JS3911	BBA (Hons) in Accountancy
2013	3	JS3923	BSc (Hons) in Applied Biology with Biotechnology
2013	3	JS3985	BSc (Hons) in Engineering Physics
2013	3	JS3997	BSc (Hons) in Chemical Technology'
2013	4	JS4006	Anthropology
2013	4	JS4018	Chinese Language and Literature
2013	4	JS4020	Cultural Studies
2013	4	JS4022	Cultural Management
2013	4	JS4032	English
2013	4	JS4044	Fine Arts
2013	4	JS4056	History
2013	4	JS4068	Japanese Studies
2013	4	JS4070	Linguistics
2013	4	JS4082	Music
2013	4	JS4094	Philosophy
2013	4	JS4109	Religious Studies
2013	4	JS4111	Theology
2013	4	JS4123	Translation
2013	4	JS4202	Integrated Bachelor of Business Administration Programme
2013	4	JS4214	Global Business Studies
2013	4	JS4226	Hotel and Tourism Management
2013	4	JS4236	Insurance, Financial and Actuarial Analysis \\/ Quantitative Finance
2013	4	JS4240	Professional Accountancy
2013	4	JS4254	Interdisciplinary Major Programme in Global Economics and Finance
2013	4	JS4276	Quantitative Finance and Risk Management Science
2013	4	JS4288	International Business and Chinese Enterprise
2013	4	JS4329	Physical Education, Exercise Science and Health
2013	4	JS4331	BA and BEd (Chinese Language Education) Co-terminal Double Degree Programme
2013	4	JS4343	B.A. (English Studies) and B.Ed. (English Language Education)
2013	4	JS4355	Liberal Studies
2013	4	JS4361	B.Ed. in Mathematics and Mathematics Education
2013	4	JS4401	Engineering
2013	4	JS4501	Medicine
2013	4	JS4513	Nursing
2013	4	JS4525	Pharmacy
2013	4	JS4537	Public Health
2013	4	JS4601	Science
2013	4	JS4642	Chinese Medicine
2013	4	JS4682	Enrichment Mathematics
2013	4	JS4719	Risk Management Science
2013	4	JS4801	Social Science
2013	4	JS4812	Architectural Studies
2013	4	JS4824	Economics
2013	4	JS4836	Geography and Resource Management
2013	4	JS4838	Urban Studies
2013	4	JS4848	Government and Public Administration
2013	4	JS4850	Journalism and Communication
2013	4	JS4862	Psychology
2013	4	JS4874	Social Work
2013	4	JS4886	Sociology
2013	4	JS4895	Contemporary China Studies (for Humanities stream)
2013	4	JS4896	Contemporary China Studies (for Social Science stream)
2013	4	JS4903	Bachelor of Laws'
2013	5	JS5001	Science
2013	5	JS5002	Engineering
2013	5	JS5003	Business and Management
2013	5	JS5004	Global China Studies: Humanities and Social Science
2013	5	JS5011	International Science Research Enrichment
2013	5	JS5013	Global Business'
2013	6	JS6004	Bachelor of Arts in Architectural Studies
2013	6	JS6016	Bachelor of Science in Surveying
2013	6	JS6028	Bachelor of Arts in Landscape Studies
2013	6	JS6030	Bachelor of Arts in Conservation
2013	6	JS6042	Bachelor of Arts in Urban Studies
2013	6	JS6054	Bachelor of Arts
2013	6	JS6066	Bachelor of Arts and Bachelor of Education in Language Education - English (double degree)
2013	6	JS6078	Bachelor of Arts (Literary Studies) and Bachelor of Laws
2013	6	JS6080	Bachelor of Arts and Bachelor of Education in Language Education - Chinese (double degree)
2013	6	JS6107	Bachelor of Dental Surgery
2013	6	JS6119	Bachelor of Education and Bachelor of Science (double degree)
2013	6	JS6157	Bachelor of Science in Speech and Hearing Sciences
2013	6	JS6183	Bachelor of Science in Exercise and Health
2013	6	JS6195	Bachelor of Education and Bachelor of Social Sciences (double degree)
2013	6	JS6406	Bachelor of Laws
2013	6	JS6456	Bachelor of Medicine and Bachelor of Surgery
2013	6	JS6468	Bachelor of Nursing
2013	6	JS6482	Bachelor of Chinese Medicine
2013	6	JS6494	Bachelor of Pharmacy
2013	6	JS6717	Bachelor of Social Sciences
2013	6	JS6729	Bachelor of Science in Actuarial Science
2013	6	JS6731	Bachelor of Social Work
2013	6	JS6767	Bachelor of Economics \\/ Bachelor of Economics and Finance
2013	6	JS6781	Bachelor of Business Administration \\/ Bachelor of Business Administration in Accounting and Finance
2013	6	JS6793	Bachelor of Business Administration (Information Systems)
2013	6	JS6808	Bachelor of Business Administration (Law)
2013	6	JS6810	Bachelor of Social Sciences (Government and Laws)
2013	6	JS6822	Bachelor of Journalism
2013	6	JS6884	Bachelor of Science in Quantitative Finance
2013	6	JS6896	Bachelor of Business Administration (International Business and Global Management)
2013	6	JS6901	Bachelor of Science
2013	6	JS6949	Bachelor of Biomedical Sciences
2013	6	JS6951	Bachelor of Engineering in Engineering Science
2013	6	JS6963	Bachelor of Engineering'
2013	7	JS7100	Bachelor of Arts (Honours)
2013	7	JS7200	Bachelor of Business Administration (Honours)
2013	7	JS7300	Bachelor of Social Sciences (Honours)'
2013	8	JS8105	Bachelor of Education (Honours) (Chinese Language)
2013	8	JS8117	Bachelor of Education (Honours) (English Language) - Secondary
2013	8	JS8222	Bachelor of Education (Honours) (English Language) - Primary
2013	8	JS8234	Bachelor of Education (Honours) (Primary) - General Studies Major
2013	8	JS8246	Bachelor of Education (Honours) (Primary) - Mathematics Major
2013	8	JS8325	Bachelor of Education (Honours) (Physical Education)
2013	8	JS8337	Bachelor of Education (Honours) (Music)
2013	8	JS8349	Bachelor of Education (Honours) (Visual Arts)
2013	8	JS8351	Bachelor of Education (Honours) (Liberal Studies)
2013	8	JS8361	Bachelor of Education (Honours) (Secondary) \\u2013 Information and Communication Technology Major
2013	8	JS8404	Bachelor of Education (Honours) (Early Childhood Education)
2013	8	JS8507	Higher Diploma in Early Childhood Education
2013	8	JS8600	Bachelor of Arts (Honours) in Language Studies - Chinese Major
2013	8	JS8612	Bachelor of Arts (Honours) in Language Studies - English Major
2013	8	JS8624	Bachelor of Social Sciences (Honours) in Global and Environmental Studies
2013	8	JS8636	Bachelor of Arts (Honours) in Creative Arts and Culture - Music
2013	8	JS8648	Bachelor of Arts (Honours) in Creative Arts and Culture - Visual Arts
2013	8	JS8651	Bachelor of Social Sciences (Honours) in Psychology'
2013	9	JS9001	Bachelor of Social Sciences with Honours in Psychology
2013	9	JS9002	Bachelor of Social Sciences with Honours in Applied Economics
2013	9	JS9003	Bachelor of Social Sciences with Honours in Politics and Public Administration
2013	9	JS9004	Bachelor of Social Sciences with Honours in Applied Social Studies
2013	9	JS9011	Bachelor of Arts with Honours in Chinese
2013	9	JS9012	Bachelor of Arts with Honours in Creative Writing and Film Arts
2013	9	JS9013	Bachelor of Arts with Honours in Language Studies and Translation
2013	9	JS9014	Bachelor of Fine Arts with Honours in Animation and Visual Effects
2013	9	JS9015	Bachelor of Fine Arts with Honours in Photographic Digital Art
2013	9	JS9016	Bachelor of Arts with Honours in Creative Advertising and Media Design
2013	9	JS9220	Bachelor of Business Administration with Honours in Professional Accounting
2013	9	JS9230	Bachelor of Business Administration with Honours in Business Management
2013	9	JS9530	Bachelor of Education(Hons)in English Language Teaching & Bachelor of English Language Studies(Hons)
2013	9	JS9540	Bachelor of English Language Studies with Honours
2013	9	JS9717	Bachelor of Computing with Honours in Internet Technology
2013	9	JS9720	Bachelor of Engineering with Honours in Electronic and Computer Engineering
2013	9	JS9740	Bachelor of Nursing with Honours in General Health Care
2013	9	JS9750	Bachelor of Nursing with Honours in Mental Health Care
2013	9	JS9760	Bachelor of Science with Honours in Testing and Certification'
2014	1	JS1001	College of Business (Bachelor of Business Administration)
2014	1	JS1011	College of Liberal Arts and Social Sciences (Bachelor of Arts \\/ Bachelor of Social Sciences)
2014	1	JS1021	College of Science and Engineering (Engineering)
2014	1	JS1031	College of Science and Engineering (Science)
2014	1	JS1041	School of Creative Media (Bachelor of Arts \\/ Bachelor of Science \\/ Bachelor of Arts and Science)
2014	1	JS1051	School of Energy and Environment (Bachelor of Engineering in Energy Science and Engineering)
2014	1	JS1061	School of Law (Bachelor of Laws)
2014	1	JS1091	Associate of Science (Architectural Studies\\/Bldg Services Engg\\/Construction Engg & Mgt\\/Surveying)'
2014	2	JS2020	Bachelor of Arts
2014	2	JS2030	Bachelor of Arts in Music
2014	2	JS2040	English Language & Literature and English Language Teaching (Double Degree)
2014	2	JS2110	Bachelor of Business Administration - Accounting
2014	2	JS2120	Bachelor of Business Administration
2014	2	JS2310	Bachelor of Social Sciences in Communication
2014	2	JS2410	Bachelor of Chinese Medicine and Bachelor of Science in Biomedical Science
2014	2	JS2420	Bachelor of Pharmacy in Chinese Medicine
2014	2	JS2510	Bachelor of Science
2014	2	JS2610	Bachelor of Arts\\/Bachelor of Social Sciences
2014	2	JS2620	Bachelor of Arts in Physical Education and Recreation Management
2014	2	JS2630	Bachelor of Social Sciences in European Studies - French Stream
2014	2	JS2640	Bachelor of Social Sciences in European Studies - German Stream
2014	2	JS2650	Bachelor of Social Sciences in China Studies (Economics \\/ Geography \\/ History \\/ Sociology)
2014	2	JS2660	Bachelor of Social Work
2014	2	JS2680	Geography \\/ History \\/ Sociology and Liberal Studies Teaching (Double Degree)
2014	2	JS2810	Bachelor of Arts in Visual Arts'
2014	3	JS3002	Broad Discipline of Applied Sciences
2014	3	JS3014	HD in Applied Physics
2014	3	JS3026	HD in Building Services Engineering
2014	3	JS3038	HD in Building Technology & Management (Engineering)
2014	3	JS3040	HD in Chemical Technology
2014	3	JS3052	HD in Civil Engineering
2014	3	JS3064	HD in Electrical Engineering
2014	3	JS3076	HD in Electronic & Information Engineering
2014	3	JS3088	HD in Geomatics
2014	3	JS3090	HD in Hotel Management
2014	3	JS3117	HD in Industrial & Systems Engineering
2014	3	JS3131	Broad Discipline of Business
2014	3	JS3143	HD in International Transport Logistics
2014	3	JS3155	HD Scheme in Fashion & Textile Studies
2014	3	JS3167	HD in Social Work
2014	3	JS3193	HD in Multimedia Design & Technology
2014	3	JS3208	Broad Discipline of Construction & Environment
2014	3	JS3246	HD in Product Innovation Technologies
2014	3	JS3284	HD in Building Technology & Management (Surveying)
2014	3	JS3296	Broad Discipline of Hotel and Tourism Management
2014	3	JS3301	Broad Discipline of Social Sciences
2014	3	JS3313	Broad Discipline of Engineering
2014	3	JS3337	BSc (Hons) in Mental Health Nursing
2014	3	JS3349	BSc (Hons) in Food Safety & Technology
2014	3	JS3351	BEng (Hons) in Transportation Systems Engineering
2014	3	JS3363	BSc (Hons) in Investment Science
2014	3	JS3375	BSc (Hons) in Environment & Sustainable Development
2014	3	JS3404	BEng (Hons) in Product Engineering with Marketing
2014	3	JS3428	BEng (Hons) in Product Analysis & Engineering Design
2014	3	JS3442	BSc (Hons) in Property Management
2014	3	JS3454	BSc (Hons) in Logistics Engineering with Management
2014	3	JS3466	BBA (Hons) in Accounting & Finance
2014	3	JS3478	BSc (Hons) in Medical Laboratory Science
2014	3	JS3480	Broad Discipline of Language, Culture & Communication
2014	3	JS3492	BA (Hons) Scheme in Fashion & Textiles
2014	3	JS3519	BSc (Hons) in Internet & Multimedia Technologies
2014	3	JS3521	BSc (Hons) in Enterprise Engineering with Management
2014	3	JS3533	BBA (Hons) in Global Supply Chain Management
2014	3	JS3545	BA (Hons) in Social Policy & Administration
2014	3	JS3569	BA (Hons) Scheme in Design
2014	3	JS3583	BBA (Hons) in Management
2014	3	JS3595	BBA (Hons) in Financial Services
2014	3	JS3600	BSc (Hons) in Biomedical Engineering
2014	3	JS3612	BSc (Hons) in Radiography
2014	3	JS3624	BSc (Hons) in Occupational Therapy
